epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1942.54,0.21878,0.69126,0.94096,0.91213,0.86981,0.93513,0.93207,0.25779,0.67309,0.14221,0.000475813,0.000475813,0.000475813
